country,country_code,year,gini,Region,income_group
Norway,NOR,2014.0,26.8,Europe & Central Asia,High income
Panama,PAN,2014.0,50.5,Latin America & Caribbean,High income
Peru,PER,2014.0,43.1,Latin America & Caribbean,Upper middle income
Poland,POL,2014.0,32.8,Europe & Central Asia,High income
Portugal,PRT,2014.0,35.6,Europe & Central Asia,High income
Paraguay,PRY,2014.0,50.7,Latin America & Caribbean,Upper middle income
Romania,ROU,2014.0,36.0,Europe & Central Asia,High income
Russian Federation,RUS,2014.0,36.9,Europe & Central Asia,High income
Sudan,SDN,2014.0,34.2,Sub-Saharan Africa,Low income
El Salvador,SLV,2014.0,41.6,Latin America & Caribbean,Upper middle income
Serbia,SRB,2014.0,40.4,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2014.0,26.1,Europe & Central Asia,High income
Slovenia,SVN,2014.0,25.7,Europe & Central Asia,High income
Sweden,SWE,2014.0,28.4,Europe & Central Asia,High income
Thailand,THA,2014.0,37.0,East Asia & Pacific,Upper middle income
Timor-Leste,TLS,2014.0,28.7,East Asia & Pacific,Lower middle income
Turkiye,TUR,2014.0,41.2,Europe & Central Asia,Upper middle income
Ukraine,UKR,2014.0,24.0,Europe & Central Asia,Upper middle income
Uruguay,URY,2014.0,40.1,Latin America & Caribbean,High income
United States,USA,2014.0,41.7,North America,High income
Viet Nam,VNM,2014.0,34.8,East Asia & Pacific,Lower middle income
Kosovo,XKX,2014.0,27.3,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,2014.0,36.7,Middle East & North Africa,Low income
South Africa,ZAF,2014.0,63.0,Sub-Saharan Africa,Upper middle income
Albania,ALB,2015.0,32.8,Europe & Central Asia,Upper middle income
Armenia,ARM,2015.0,32.4,Europe & Central Asia,Upper middle income
Austria,AUT,2015.0,30.5,Europe & Central Asia,High income
Belgium,BEL,2015.0,27.7,Europe & Central Asia,High income
Benin,BEN,2015.0,47.6,Sub-Saharan Africa,Lower middle income
Bulgaria,BGR,2015.0,38.6,Europe & Central Asia,High income
Belarus,BLR,2015.0,25.6,Europe & Central Asia,Upper middle income
Bolivia,BOL,2015.0,46.7,Latin America & Caribbean,Lower middle income
Brazil,BRA,2015.0,51.9,Latin America & Caribbean,Upper middle income
Botswana,BWA,2015.0,54.9,Sub-Saharan Africa,Upper middle income
Canada,CAN,2015.0,33.7,North America,High income
Switzerland,CHE,2015.0,32.3,Europe & Central Asia,High income
Chile,CHL,2015.0,45.3,Latin America & Caribbean,High income
China,CHN,2015.0,38.6,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2015.0,41.5,Sub-Saharan Africa,Lower middle income
Colombia,COL,2015.0,51.0,Latin America & Caribbean,Upper middle income
Cabo Verde,CPV,2015.0,42.4,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2015.0,48.4,Latin America & Caribbean,High income
Cyprus,CYP,2015.0,34.0,Europe & Central Asia,High income
Czechia,CZE,2015.0,25.9,Europe & Central Asia,High income
Germany,DEU,2015.0,31.7,Europe & Central Asia,High income
Denmark,DNK,2015.0,28.2,Europe & Central Asia,High income
Dominican Republic,DOM,2015.0,45.2,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2015.0,46.0,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2015.0,31.8,Middle East & North Africa,Lower middle income
Spain,ESP,2015.0,36.2,Europe & Central Asia,High income
Estonia,EST,2015.0,32.7,Europe & Central Asia,High income
Ethiopia,ETH,2015.0,35.0,Sub-Saharan Africa,
Finland,FIN,2015.0,27.1,Europe & Central Asia,High income
France,FRA,2015.0,32.7,Europe & Central Asia,High income
United Kingdom,GBR,2015.0,33.3,Europe & Central Asia,High income
Georgia,GEO,2015.0,36.5,Europe & Central Asia,Upper middle income
"Gambia, The",GMB,2015.0,35.9,Sub-Saharan Africa,Low income
Greece,GRC,2015.0,36.0,Europe & Central Asia,High income
Honduras,HND,2015.0,49.2,Latin America & Caribbean,Lower middle income
Croatia,HRV,2015.0,31.1,Europe & Central Asia,High income
Hungary,HUN,2015.0,30.4,Europe & Central Asia,High income
Indonesia,IDN,2015.0,38.2,East Asia & Pacific,Upper middle income
Ireland,IRL,2015.0,31.8,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2015.0,35.3,Middle East & North Africa,Upper middle income
Iceland,ISL,2015.0,26.8,Europe & Central Asia,High income
Israel,ISR,2015.0,39.7,Middle East & North Africa,High income
Italy,ITA,2015.0,35.4,Europe & Central Asia,High income
Japan,JPN,2015.0,30.7,East Asia & Pacific,High income
Kazakhstan,KAZ,2015.0,26.8,Europe & Central Asia,Upper middle income
Kenya,KEN,2015.0,40.8,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2015.0,29.0,Europe & Central Asia,Lower middle income
St. Lucia,LCA,2015.0,43.7,Latin America & Caribbean,Upper middle income
Lithuania,LTU,2015.0,37.4,Europe & Central Asia,High income
Luxembourg,LUX,2015.0,32.9,Europe & Central Asia,High income
Latvia,LVA,2015.0,34.2,Europe & Central Asia,High income
Moldova,MDA,2015.0,27.0,Europe & Central Asia,Upper middle income
North Macedonia,MKD,2015.0,35.6,Europe & Central Asia,Upper middle income
Malta,MLT,2015.0,29.4,Middle East & North Africa,High income
Myanmar,MMR,2015.0,38.1,East Asia & Pacific,Lower middle income
Montenegro,MNE,2015.0,39.0,Europe & Central Asia,Upper middle income
Malaysia,MYS,2015.0,41.1,East Asia & Pacific,Upper middle income
Namibia,NAM,2015.0,59.1,Sub-Saharan Africa,Lower middle income
Nigeria,NGA,2015.0,35.9,Sub-Saharan Africa,Lower middle income
Netherlands,NLD,2015.0,28.2,Europe & Central Asia,High income
Norway,NOR,2015.0,27.5,Europe & Central Asia,High income
Pakistan,PAK,2015.0,31.3,Middle East & North Africa,Lower middle income
Panama,PAN,2015.0,50.8,Latin America & Caribbean,High income
Peru,PER,2015.0,43.4,Latin America & Caribbean,Upper middle income
Philippines,PHL,2015.0,44.6,East Asia & Pacific,Lower middle income
Poland,POL,2015.0,31.8,Europe & Central Asia,High income
Portugal,PRT,2015.0,35.5,Europe & Central Asia,High income
Paraguay,PRY,2015.0,47.6,Latin America & Caribbean,Upper middle income
Romania,ROU,2015.0,35.9,Europe & Central Asia,High income
Russian Federation,RUS,2015.0,36.5,Europe & Central Asia,High income
El Salvador,SLV,2015.0,40.6,Latin America & Caribbean,Upper middle income
Serbia,SRB,2015.0,40.5,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2015.0,26.5,Europe & Central Asia,High income
Slovenia,SVN,2015.0,25.4,Europe & Central Asia,High income
Sweden,SWE,2015.0,29.2,Europe & Central Asia,High income
Togo,TGO,2015.0,43.0,Sub-Saharan Africa,Low income
Thailand,THA,2015.0,36.0,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2015.0,34.0,Europe & Central Asia,Lower middle income
Tonga,TON,2015.0,33.5,East Asia & Pacific,Upper middle income
Tunisia,TUN,2015.0,32.8,Middle East & North Africa,Lower middle income
Turkiye,TUR,2015.0,42.9,Europe & Central Asia,Upper middle income
Ukraine,UKR,2015.0,25.5,Europe & Central Asia,Upper middle income
Uruguay,URY,2015.0,40.1,Latin America & Caribbean,High income
United States,USA,2015.0,41.5,North America,High income
Kosovo,XKX,2015.0,26.5,Europe & Central Asia,Upper middle income
Zambia,ZMB,2015.0,55.8,Sub-Saharan Africa,Lower middle income
Albania,ALB,2016.0,33.7,Europe & Central Asia,Upper middle income
Argentina,ARG,2016.0,42.3,Latin America & Caribbean,Upper middle income
Armenia,ARM,2016.0,32.5,Europe & Central Asia,Upper middle income
Australia,AUS,2016.0,33.7,East Asia & Pacific,High income
Austria,AUT,2016.0,30.8,Europe & Central Asia,High income
Belgium,BEL,2016.0,27.6,Europe & Central Asia,High income
Bangladesh,BGD,2016.0,32.4,South Asia,Lower middle income
Bulgaria,BGR,2016.0,40.6,Europe & Central Asia,High income
Belarus,BLR,2016.0,25.3,Europe & Central Asia,Upper middle income
Bolivia,BOL,2016.0,45.2,Latin America & Caribbean,Lower middle income
Brazil,BRA,2016.0,53.4,Latin America & Caribbean,Upper middle income
Barbados,BRB,2016.0,34.1,Latin America & Caribbean,High income
Canada,CAN,2016.0,32.7,North America,High income
Switzerland,CHE,2016.0,33.0,Europe & Central Asia,High income
China,CHN,2016.0,38.5,East Asia & Pacific,Upper middle income
Colombia,COL,2016.0,50.6,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2016.0,48.7,Latin America & Caribbean,High income
Cyprus,CYP,2016.0,32.9,Europe & Central Asia,High income
Czechia,CZE,2016.0,25.4,Europe & Central Asia,High income
Germany,DEU,2016.0,31.4,Europe & Central Asia,High income
Denmark,DNK,2016.0,28.2,Europe & Central Asia,High income
Dominican Republic,DOM,2016.0,45.7,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2016.0,45.0,Latin America & Caribbean,Upper middle income
Spain,ESP,2016.0,35.8,Europe & Central Asia,High income
Estonia,EST,2016.0,31.2,Europe & Central Asia,High income
Finland,FIN,2016.0,27.1,Europe & Central Asia,High income
France,FRA,2016.0,31.9,Europe & Central Asia,High income
United Kingdom,GBR,2016.0,33.1,Europe & Central Asia,High income
Georgia,GEO,2016.0,36.6,Europe & Central Asia,Upper middle income
Ghana,GHA,2016.0,43.5,Sub-Saharan Africa,Lower middle income
Greece,GRC,2016.0,35.0,Europe & Central Asia,High income
Honduras,HND,2016.0,49.8,Latin America & Caribbean,Lower middle income
Croatia,HRV,2016.0,30.9,Europe & Central Asia,High income
Hungary,HUN,2016.0,30.3,Europe & Central Asia,High income
Indonesia,IDN,2016.0,36.9,East Asia & Pacific,Upper middle income
Ireland,IRL,2016.0,32.8,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2016.0,35.9,Middle East & North Africa,Upper middle income
Iceland,ISL,2016.0,27.2,Europe & Central Asia,High income
Israel,ISR,2016.0,39.0,Middle East & North Africa,High income
Italy,ITA,2016.0,35.2,Europe & Central Asia,High income
Japan,JPN,2016.0,31.8,East Asia & Pacific,High income
Kazakhstan,KAZ,2016.0,27.2,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2016.0,26.8,Europe & Central Asia,Lower middle income
"Korea, Rep.",KOR,2016.0,35.2,East Asia & Pacific,High income
Liberia,LBR,2016.0,35.3,Sub-Saharan Africa,Low income
Sri Lanka,LKA,2016.0,39.3,South Asia,Lower middle income
Lithuania,LTU,2016.0,38.4,Europe & Central Asia,High income
Luxembourg,LUX,2016.0,31.7,Europe & Central Asia,High income
Latvia,LVA,2016.0,34.3,Europe & Central Asia,High income
Moldova,MDA,2016.0,26.3,Europe & Central Asia,Upper middle income
Maldives,MDV,2016.0,31.3,South Asia,Upper middle income
Mexico,MEX,2016.0,46.9,Latin America & Caribbean,Upper middle income
North Macedonia,MKD,2016.0,34.5,Europe & Central Asia,Upper middle income
Malta,MLT,2016.0,29.1,Middle East & North Africa,High income
Montenegro,MNE,2016.0,38.5,Europe & Central Asia,Upper middle income
Mongolia,MNG,2016.0,32.3,East Asia & Pacific,Upper middle income
Malawi,MWI,2016.0,44.7,Sub-Saharan Africa,Low income
Netherlands,NLD,2016.0,28.2,Europe & Central Asia,High income
Norway,NOR,2016.0,28.5,Europe & Central Asia,High income
Panama,PAN,2016.0,50.4,Latin America & Caribbean,High income
Peru,PER,2016.0,43.6,Latin America & Caribbean,Upper middle income
Poland,POL,2016.0,31.2,Europe & Central Asia,High income
Portugal,PRT,2016.0,35.2,Europe & Central Asia,High income
Paraguay,PRY,2016.0,47.9,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2016.0,33.7,Middle East & North Africa,Lower middle income
Romania,ROU,2016.0,34.4,Europe & Central Asia,High income
Russian Federation,RUS,2016.0,36.7,Europe & Central Asia,High income
Rwanda,RWA,2016.0,43.7,Sub-Saharan Africa,Low income
El Salvador,SLV,2016.0,40.0,Latin America & Caribbean,Upper middle income
Serbia,SRB,2016.0,38.8,Europe & Central Asia,Upper middle income
South Sudan,SSD,2016.0,44.0,Sub-Saharan Africa,Low income
Slovak Republic,SVK,2016.0,25.2,Europe & Central Asia,High income
Slovenia,SVN,2016.0,24.8,Europe & Central Asia,High income
Sweden,SWE,2016.0,29.6,Europe & Central Asia,High income
Eswatini,SWZ,2016.0,54.6,Sub-Saharan Africa,Lower middle income
Thailand,THA,2016.0,36.7,East Asia & Pacific,Upper middle income
Turkiye,TUR,2016.0,41.9,Europe & Central Asia,Upper middle income
Uganda,UGA,2016.0,42.8,Sub-Saharan Africa,Low income
Ukraine,UKR,2016.0,25.0,Europe & Central Asia,Upper middle income
Uruguay,URY,2016.0,39.7,Latin America & Caribbean,High income
United States,USA,2016.0,41.3,North America,High income
Viet Nam,VNM,2016.0,35.3,East Asia & Pacific,Lower middle income
Kosovo,XKX,2016.0,26.7,Europe & Central Asia,Upper middle income
Albania,ALB,2017.0,33.1,Europe & Central Asia,Upper middle income
Argentina,ARG,2017.0,41.4,Latin America & Caribbean,Upper middle income
Armenia,ARM,2017.0,33.6,Europe & Central Asia,Upper middle income
Austria,AUT,2017.0,29.7,Europe & Central Asia,High income
Belgium,BEL,2017.0,27.4,Europe & Central Asia,High income
Bulgaria,BGR,2017.0,40.4,Europe & Central Asia,High income
Belarus,BLR,2017.0,25.4,Europe & Central Asia,Upper middle income
Bolivia,BOL,2017.0,44.6,Latin America & Caribbean,Lower middle income
Brazil,BRA,2017.0,53.3,Latin America & Caribbean,Upper middle income
Bhutan,BTN,2017.0,37.4,South Asia,Lower middle income
Canada,CAN,2017.0,33.3,North America,High income
Switzerland,CHE,2017.0,32.7,Europe & Central Asia,High income
Chile,CHL,2017.0,45.3,Latin America & Caribbean,High income
China,CHN,2017.0,39.1,East Asia & Pacific,Upper middle income
Colombia,COL,2017.0,49.7,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2017.0,48.3,Latin America & Caribbean,High income
Cyprus,CYP,2017.0,31.4,Europe & Central Asia,High income
Czechia,CZE,2017.0,24.9,Europe & Central Asia,High income
Germany,DEU,2017.0,31.3,Europe & Central Asia,High income
Djibouti,DJI,2017.0,41.6,Middle East & North Africa,Lower middle income
Denmark,DNK,2017.0,28.7,Europe & Central Asia,High income
Dominican Republic,DOM,2017.0,42.2,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2017.0,44.7,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2017.0,31.5,Middle East & North Africa,Lower middle income
Spain,ESP,2017.0,34.7,Europe & Central Asia,High income
Estonia,EST,2017.0,30.4,Europe & Central Asia,High income
Finland,FIN,2017.0,27.4,Europe & Central Asia,High income
France,FRA,2017.0,31.6,Europe & Central Asia,High income
Gabon,GAB,2017.0,38.0,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2017.0,32.6,Europe & Central Asia,High income
Georgia,GEO,2017.0,37.9,Europe & Central Asia,Upper middle income
Greece,GRC,2017.0,34.4,Europe & Central Asia,High income
Honduras,HND,2017.0,49.4,Latin America & Caribbean,Lower middle income
Croatia,HRV,2017.0,30.4,Europe & Central Asia,High income
Hungary,HUN,2017.0,30.6,Europe & Central Asia,High income
Indonesia,IDN,2017.0,36.4,East Asia & Pacific,Upper middle income
Ireland,IRL,2017.0,31.4,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2017.0,36.7,Middle East & North Africa,Upper middle income
Iceland,ISL,2017.0,26.1,Europe & Central Asia,High income
Israel,ISR,2017.0,38.2,Middle East & North Africa,High income
Italy,ITA,2017.0,35.9,Europe & Central Asia,High income
Japan,JPN,2017.0,31.8,East Asia & Pacific,High income
Kazakhstan,KAZ,2017.0,27.5,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2017.0,27.3,Europe & Central Asia,Lower middle income
"Korea, Rep.",KOR,2017.0,34.9,East Asia & Pacific,High income
Lesotho,LSO,2017.0,44.9,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2017.0,37.3,Europe & Central Asia,High income
Luxembourg,LUX,2017.0,34.5,Europe & Central Asia,High income
Latvia,LVA,2017.0,35.6,Europe & Central Asia,High income
Moldova,MDA,2017.0,25.9,Europe & Central Asia,Upper middle income
North Macedonia,MKD,2017.0,34.2,Europe & Central Asia,Upper middle income
Malta,MLT,2017.0,29.2,Middle East & North Africa,High income
Myanmar,MMR,2017.0,30.7,East Asia & Pacific,Lower middle income
Montenegro,MNE,2017.0,36.9,Europe & Central Asia,Upper middle income
Mauritius,MUS,2017.0,36.8,Sub-Saharan Africa,Upper middle income
Netherlands,NLD,2017.0,28.5,Europe & Central Asia,High income
Norway,NOR,2017.0,27.0,Europe & Central Asia,High income
Panama,PAN,2017.0,49.9,Latin America & Caribbean,High income
Peru,PER,2017.0,43.3,Latin America & Caribbean,Upper middle income
Poland,POL,2017.0,29.7,Europe & Central Asia,High income
Portugal,PRT,2017.0,33.8,Europe & Central Asia,High income
Paraguay,PRY,2017.0,48.5,Latin America & Caribbean,Upper middle income
Qatar,QAT,2017.0,35.1,Middle East & North Africa,High income
Romania,ROU,2017.0,36.0,Europe & Central Asia,High income
Russian Federation,RUS,2017.0,35.5,Europe & Central Asia,High income
El Salvador,SLV,2017.0,38.0,Latin America & Caribbean,Upper middle income
Serbia,SRB,2017.0,36.1,Europe & Central Asia,Upper middle income
Sao Tome and Principe,STP,2017.0,40.7,Sub-Saharan Africa,Lower middle income
Slovak Republic,SVK,2017.0,23.2,Europe & Central Asia,High income
Slovenia,SVN,2017.0,24.2,Europe & Central Asia,High income
Sweden,SWE,2017.0,28.8,Europe & Central Asia,High income
Thailand,THA,2017.0,36.4,East Asia & Pacific,Upper middle income
Turkiye,TUR,2017.0,43.5,Europe & Central Asia,Upper middle income
Ukraine,UKR,2017.0,26.0,Europe & Central Asia,Upper middle income
Uruguay,URY,2017.0,39.5,Latin America & Caribbean,High income
United States,USA,2017.0,41.4,North America,High income
Kosovo,XKX,2017.0,44.2,Europe & Central Asia,Upper middle income
Zimbabwe,ZWE,2017.0,44.3,Sub-Saharan Africa,Lower middle income
Angola,AGO,2018.0,51.3,Sub-Saharan Africa,Lower middle income
Albania,ALB,2018.0,30.1,Europe & Central Asia,Upper middle income
United Arab Emirates,ARE,2018.0,26.4,Middle East & North Africa,High income
Argentina,ARG,2018.0,41.7,Latin America & Caribbean,Upper middle income
Armenia,ARM,2018.0,34.4,Europe & Central Asia,Upper middle income
Australia,AUS,2018.0,34.3,East Asia & Pacific,High income
Austria,AUT,2018.0,30.8,Europe & Central Asia,High income
Belgium,BEL,2018.0,27.2,Europe & Central Asia,High income
Benin,BEN,2018.0,37.9,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2018.0,43.0,Sub-Saharan Africa,Low income
Bulgaria,BGR,2018.0,41.3,Europe & Central Asia,High income
Belarus,BLR,2018.0,25.2,Europe & Central Asia,Upper middle income
Belize,BLZ,2018.0,39.9,Latin America & Caribbean,Upper middle income
Bolivia,BOL,2018.0,42.6,Latin America & Caribbean,Lower middle income
Brazil,BRA,2018.0,53.9,Latin America & Caribbean,Upper middle income
Canada,CAN,2018.0,32.5,North America,High income
Switzerland,CHE,2018.0,33.1,Europe & Central Asia,High income
China,CHN,2018.0,38.5,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2018.0,37.2,Sub-Saharan Africa,Lower middle income
Colombia,COL,2018.0,50.4,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2018.0,48.0,Latin America & Caribbean,High income
Cyprus,CYP,2018.0,32.7,Europe & Central Asia,High income
Czechia,CZE,2018.0,25.0,Europe & Central Asia,High income
Germany,DEU,2018.0,31.9,Europe & Central Asia,High income
Denmark,DNK,2018.0,28.2,Europe & Central Asia,High income
Dominican Republic,DOM,2018.0,43.7,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2018.0,45.4,Latin America & Caribbean,Upper middle income
Spain,ESP,2018.0,34.7,Europe & Central Asia,High income
Estonia,EST,2018.0,30.3,Europe & Central Asia,High income
Finland,FIN,2018.0,27.3,Europe & Central Asia,High income
France,FRA,2018.0,32.4,Europe & Central Asia,High income
United Kingdom,GBR,2018.0,33.7,Europe & Central Asia,High income
Georgia,GEO,2018.0,36.4,Europe & Central Asia,Upper middle income
Guinea,GIN,2018.0,29.6,Sub-Saharan Africa,Lower middle income
Guinea-Bissau,GNB,2018.0,34.8,Sub-Saharan Africa,Low income
Greece,GRC,2018.0,32.9,Europe & Central Asia,High income
Grenada,GRD,2018.0,43.8,Latin America & Caribbean,Upper middle income
Honduras,HND,2018.0,48.9,Latin America & Caribbean,Lower middle income
Croatia,HRV,2018.0,29.7,Europe & Central Asia,High income
Indonesia,IDN,2018.0,36.3,East Asia & Pacific,Upper middle income
Ireland,IRL,2018.0,30.6,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2018.0,37.4,Middle East & North Africa,Upper middle income
Iceland,ISL,2018.0,26.6,Europe & Central Asia,High income
Israel,ISR,2018.0,38.6,Middle East & North Africa,High income
Italy,ITA,2018.0,35.2,Europe & Central Asia,High income
Jamaica,JAM,2018.0,35.3,Latin America & Caribbean,Upper middle income
Japan,JPN,2018.0,32.9,East Asia & Pacific,High income
Kazakhstan,KAZ,2018.0,27.8,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2018.0,27.7,Europe & Central Asia,Lower middle income
"Korea, Rep.",KOR,2018.0,33.7,East Asia & Pacific,High income
Lao PDR,LAO,2018.0,38.8,East Asia & Pacific,Lower middle income
Lithuania,LTU,2018.0,35.7,Europe & Central Asia,High income
Luxembourg,LUX,2018.0,35.4,Europe & Central Asia,High income
Latvia,LVA,2018.0,35.1,Europe & Central Asia,High income
Moldova,MDA,2018.0,25.7,Europe & Central Asia,Upper middle income
Mexico,MEX,2018.0,46.0,Latin America & Caribbean,Upper middle income
North Macedonia,MKD,2018.0,33.0,Europe & Central Asia,Upper middle income
Mali,MLI,2018.0,36.0,Sub-Saharan Africa,Low income
Malta,MLT,2018.0,28.7,Middle East & North Africa,High income
Montenegro,MNE,2018.0,36.8,Europe & Central Asia,Upper middle income
Mongolia,MNG,2018.0,32.7,East Asia & Pacific,Upper middle income
Malaysia,MYS,2018.0,41.2,East Asia & Pacific,Upper middle income
Niger,NER,2018.0,37.3,Sub-Saharan Africa,Low income
Nigeria,NGA,2018.0,35.1,Sub-Saharan Africa,Lower middle income
Netherlands,NLD,2018.0,28.1,Europe & Central Asia,High income
Norway,NOR,2018.0,27.6,Europe & Central Asia,High income
Pakistan,PAK,2018.0,29.6,Middle East & North Africa,Lower middle income
Panama,PAN,2018.0,49.2,Latin America & Caribbean,High income
Peru,PER,2018.0,42.4,Latin America & Caribbean,Upper middle income
Philippines,PHL,2018.0,42.3,East Asia & Pacific,Lower middle income
Poland,POL,2018.0,30.2,Europe & Central Asia,High income
Portugal,PRT,2018.0,33.5,Europe & Central Asia,High income
Paraguay,PRY,2018.0,46.0,Latin America & Caribbean,Upper middle income
Romania,ROU,2018.0,35.8,Europe & Central Asia,High income
Russian Federation,RUS,2018.0,35.3,Europe & Central Asia,High income
Senegal,SEN,2018.0,38.3,Sub-Saharan Africa,Lower middle income
Sierra Leone,SLE,2018.0,35.7,Sub-Saharan Africa,Low income
El Salvador,SLV,2018.0,38.6,Latin America & Caribbean,Upper middle income
Serbia,SRB,2018.0,35.0,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2018.0,25.0,Europe & Central Asia,High income
Slovenia,SVN,2018.0,24.6,Europe & Central Asia,High income
Sweden,SWE,2018.0,30.0,Europe & Central Asia,High income
Seychelles,SYC,2018.0,32.1,Sub-Saharan Africa,High income
Chad,TCD,2018.0,37.5,Sub-Saharan Africa,Low income
Togo,TGO,2018.0,42.5,Sub-Saharan Africa,Low income
Thailand,THA,2018.0,36.4,East Asia & Pacific,Upper middle income
Turkiye,TUR,2018.0,42.4,Europe & Central Asia,Upper middle income
Tanzania,TZA,2018.0,40.5,Sub-Saharan Africa,Lower middle income
Ukraine,UKR,2018.0,26.1,Europe & Central Asia,Upper middle income
Uruguay,URY,2018.0,39.7,Latin America & Caribbean,High income
United States,USA,2018.0,41.8,North America,High income
Viet Nam,VNM,2018.0,35.7,East Asia & Pacific,Lower middle income
Kosovo,XKX,2018.0,44.6,Europe & Central Asia,Upper middle income
Albania,ALB,2019.0,30.1,Europe & Central Asia,Upper middle income
Argentina,ARG,2019.0,43.3,Latin America & Caribbean,Upper middle income
Armenia,ARM,2019.0,30.0,Europe & Central Asia,Upper middle income
Austria,AUT,2019.0,30.2,Europe & Central Asia,High income
Belgium,BEL,2019.0,27.2,Europe & Central Asia,High income
Bulgaria,BGR,2019.0,40.3,Europe & Central Asia,High income
Belarus,BLR,2019.0,25.3,Europe & Central Asia,Upper middle income
Bolivia,BOL,2019.0,41.6,Latin America & Caribbean,Lower middle income
Brazil,BRA,2019.0,53.5,Latin America & Caribbean,Upper middle income
Canada,CAN,2019.0,31.7,North America,High income
Switzerland,CHE,2019.0,34.0,Europe & Central Asia,High income
China,CHN,2019.0,38.2,East Asia & Pacific,Upper middle income
Colombia,COL,2019.0,51.3,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2019.0,48.2,Latin America & Caribbean,High income
Cyprus,CYP,2019.0,31.2,Europe & Central Asia,High income
Czechia,CZE,2019.0,25.3,Europe & Central Asia,High income
Germany,DEU,2019.0,31.8,Europe & Central Asia,High income
Denmark,DNK,2019.0,27.7,Europe & Central Asia,High income
Dominican Republic,DOM,2019.0,41.9,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2019.0,45.7,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2019.0,31.9,Middle East & North Africa,Lower middle income
Spain,ESP,2019.0,34.3,Europe & Central Asia,High income
Estonia,EST,2019.0,30.8,Europe & Central Asia,High income
Finland,FIN,2019.0,27.7,Europe & Central Asia,High income
Fiji,FJI,2019.0,30.7,East Asia & Pacific,Upper middle income
France,FRA,2019.0,31.2,Europe & Central Asia,High income
United Kingdom,GBR,2019.0,32.8,Europe & Central Asia,High income
Georgia,GEO,2019.0,35.9,Europe & Central Asia,Upper middle income
Greece,GRC,2019.0,33.1,Europe & Central Asia,High income
Honduras,HND,2019.0,48.2,Latin America & Caribbean,Lower middle income
Croatia,HRV,2019.0,28.9,Europe & Central Asia,High income
Indonesia,IDN,2019.0,35.4,East Asia & Pacific,Upper middle income
Ireland,IRL,2019.0,30.3,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2019.0,36.5,Middle East & North Africa,Upper middle income
Iceland,ISL,2019.0,26.8,Europe & Central Asia,High income
Israel,ISR,2019.0,38.3,Middle East & North Africa,High income
Italy,ITA,2019.0,34.6,Europe & Central Asia,High income
Japan,JPN,2019.0,33.0,East Asia & Pacific,High income
Kazakhstan,KAZ,2019.0,28.0,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2019.0,29.7,Europe & Central Asia,Lower middle income
Kiribati,KIR,2019.0,27.8,East Asia & Pacific,Lower middle income
"Korea, Rep.",KOR,2019.0,33.2,East Asia & Pacific,High income
Sri Lanka,LKA,2019.0,37.7,South Asia,Lower middle income
Lithuania,LTU,2019.0,35.3,Europe & Central Asia,High income
Luxembourg,LUX,2019.0,34.2,Europe & Central Asia,High income
Latvia,LVA,2019.0,34.5,Europe & Central Asia,High income
Moldova,MDA,2019.0,26.0,Europe & Central Asia,Upper middle income
Maldives,MDV,2019.0,29.3,South Asia,Upper middle income
Marshall Islands,MHL,2019.0,35.5,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2019.0,33.5,Europe & Central Asia,Upper middle income
Malta,MLT,2019.0,31.0,Middle East & North Africa,High income
